"id"	"point_nr"	"x"	"y"
"id12"	16	0.32554856	0.383137
"id12"	17	0.2814732	0.3885582
"id12"	18	0.26748853	0.41110972
"id12"	19	0.27465351	0.44002941
"id12"	20	0.31079354	0.45874872
"id12"	21	0.36831391	0.46716869
"id12"	22	0.46039615	0.49883371
"id12"	23	0.57934673	0.56122823
"id12"	24	0.45452761	0.58974415
"id12"	25	0.32222449	0.61209032
"id12"	26	0.2705218	0.62043698
"id12"	27	0.23532163	0.64115673
"id12"	28	0.2333252	0.67449207
"id12"	29	0.24363583	0.69587258
"id12"	30	0.28762322	0.69651121
"id12"	31	0.33629035	0.68812048
"id12"	32	0.47147485	0.6764372
"id12"	33	0.5944845	0.66760207
"id12"	34	0.50578328	0.71636074
"id12"	35	0.40208085	0.75429184
"id12"	36	0.3517802	0.77024371
"id12"	37	0.30586257	0.79838143
"id12"	38	0.30695643	0.82721298
"id12"	39	0.32790783	0.84723552
"id12"	40	0.37347338	0.84334841
"id12"	41	0.42227256	0.82586229
"id12"	42	0.5380512	0.79265517
"id12"	43	0.65376365	0.76400702
"id12"	44	0.59969032	0.83146305
"id12"	45	0.54150953	0.86853132
"id12"	46	0.49411222	0.89363393
"id12"	47	0.46637454	0.92355934
"id12"	48	0.4751398	0.94642987
"id12"	49	0.49320965	0.95580081
"id12"	50	0.52216274	0.94711258
"id12"	51	0.57404156	0.92663497
"id12"	52	0.64439737	0.88670726
"id12"	53	0.7652632	0.81718477
"id12"	54	0.85494818	0.8048409
"id12"	55	0.94782289	0.7819223
"id12"	56	1.04101706	0.73777752
"id13"	1	1.0777796	0.42408011
"id13"	2	0.97600471	0.34916402
"id13"	3	0.8987523	0.29966544
"id13"	4	0.74797221	0.24373821
"id13"	5	0.67840496	0.2154936
"id13"	6	0.6273181	0.19134563
"id13"	7	0.59784512	0.2010861
"id13"	8	0.59240252	0.22630333
"id13"	9	0.62318314	0.27803212
"id13"	10	0.71096239	0.33867065
"id13"	11	0.79185685	0.3946406
"id13"	12	0.75347069	0.42642365
"id13"	13	0.68945508	0.44447818
"id13"	14	0.48810835	0.4092986
"id13"	15	0.37079084	0.39167647
"id13"	16	0.31411283	0.38941076
"id13"	17	0.26637492	0.40003265
"id13"	18	0.24916348	0.42248805
"id13"	19	0.25534117	0.44713214
"id13"	20	0.30808286	0.47120026
"id13"	21	0.3600917	0.48033842
"id13"	22	0.46121195	0.50706037
"id13"	23	0.60186567	0.56014652
"id13"	24	0.46654975	0.58330048
"id13"	25	0.32744443	0.59667279
"id13"	26	0.26959251	0.60445299
"id13"	27	0.21901292	0.62518889
"id13"	28	0.21389035	0.65703781
"id13"	29	0.22679253	0.68302846
"id13"	30	0.28189497	0.68701651
"id13"	31	0.33833223	0.68429302
"id13"	32	0.47278132	0.6778049
"id13"	33	0.61933164	0.68070971
"id13"	34	0.51446292	0.7140547
"id13"	35	0.4077661	0.74414578
"id13"	36	0.34335001	0.75390143
"id13"	37	0.29775962	0.77439657
"id13"	38	0.29437234	0.80783281
"id13"	39	0.31391796	0.83349049
"id13"	40	0.36221665	0.83448949
"id13"	41	0.42307056	0.8199173
"id13"	42	0.54185565	0.79920738
"id13"	43	0.68579046	0.78228463
"id13"	44	0.61767881	0.8188319
"id13"	45	0.54425793	0.84898825
"id13"	46	0.48664618	0.8617453
"id13"	47	0.45441197	0.88326697
"id13"	48	0.45229079	0.90831154
"id13"	49	0.46296559	0.92277411
"id13"	50	0.50968931	0.9255078
"id13"	51	0.56248392	0.91630059
"id13"	52	0.65597252	0.88850558
"id13"	53	0.79862604	0.84503139
"id13"	54	0.89765228	0.82861711
"id13"	55	1.01580907	0.79463088
"id13"	56	1.10671921	0.74700654
"id14"	1	1.13576253	0.41549285
"id14"	2	1.00283872	0.33656901
"id14"	3	0.90661218	0.29863631
"id14"	4	0.73861237	0.26472275
"id14"	5	0.6477105	0.24919864
"id14"	6	0.59536508	0.23233266
"id14"	7	0.56707682	0.25217921
"id14"	8	0.5665369	0.28913461
"id14"	9	0.6196617	0.33757839
"id14"	10	0.7121247	0.37230898
"id14"	11	0.79312758	0.39565495
"id14"	12	0.74618233	0.42404231
"id14"	13	0.67876318	0.43826611
"id14"	14	0.48876391	0.41491551
"id14"	15	0.36802669	0.40004341
"id14"	16	0.29088883	0.40274222
"id14"	17	0.2481962	0.41849158
"id14"	18	0.23619617	0.44406235
"id14"	19	0.24312189	0.46458916
"id14"	20	0.29603084	0.48844678
"id14"	21	0.3615023	0.49371227
"id14"	22	0.47248194	0.51816063
"id14"	23	0.61147765	0.56320172
"id14"	24	0.47509017	0.57242879
"id14"	25	0.32634644	0.58089905
"id14"	26	0.26346064	0.58596767
"id14"	27	0.21770731	0.60723499
"id14"	28	0.20627081	0.6397974
"id14"	29	0.21404078	0.67079869
"id14"	30	0.26902478	0.67690947
"id14"	31	0.33394675	0.67519527
"id14"	32	0.47277849	0.6745479
"id14"	33	0.63327604	0.68094404
"id14"	34	0.53134679	0.70322063
"id14"	35	0.40481942	0.7257271
"id14"	36	0.34179222	0.72904131
"id14"	37	0.29589853	0.74856721
"id14"	38	0.28446098	0.78111663
"id14"	39	0.30110541	0.81316843
"id14"	40	0.3561024	0.81927817
"id14"	41	0.41842572	0.80723091
"id14"	42	0.54753875	0.79505854
"id14"	43	0.69789652	0.78470546
"id14"	44	0.62420156	0.8082118
"id14"	45	0.55209571	0.82985041
"id14"	46	0.48732709	0.83330498
"id14"	47	0.45044718	0.85560982
"id14"	48	0.44529843	0.87887565
"id14"	49	0.45424733	0.90275793
"id14"	50	0.49891126	0.91146632
"id14"	51	0.56367884	0.90799876
"id14"	52	0.6587568	0.88802712
"id14"	53	0.81805391	0.85762121
"id14"	54	0.93597663	0.83757408
"id14"	55	1.04580769	0.8041181
"id14"	56	1.1727476	0.74291376
"id15"	1	1.15133931	0.42101297
"id15"	2	1.04089684	0.34700883
"id15"	3	0.9100456	0.29222586
"id15"	4	0.74282927	0.25940702
"id15"	5	0.65115521	0.25784736
"id15"	6	0.59303491	0.2470673
"id15"	7	0.57033198	0.25742511
"id15"	8	0.56905744	0.29520342
"id15"	9	0.61495704	0.34085344
"id15"	10	0.71922356	0.37213946
"id15"	11	0.80283214	0.38855554
"id15"	12	0.77004803	0.4103132
"id15"	13	0.7083199	0.42846385
"id15"	14	0.47207796	0.44116271
"id15"	15	0.3469754	0.45064599
"id15"	16	0.28301097	0.4617466
"id15"	17	0.23602978	0.48617929
"id15"	18	0.2287323	0.51354635
"id15"	19	0.23686712	0.52919842
"id15"	20	0.2865935	0.5494846
"id15"	21	0.35279341	0.54542073
"id15"	22	0.46424793	0.54755626
"id15"	23	0.63605905	0.5675219
"id15"	24	0.47596291	0.56298855
"id15"	25	0.33084599	0.5683033
"id15"	26	0.26107922	0.57258613
"id15"	27	0.21523624	0.58618132
"id15"	28	0.19976381	0.62662136
"id15"	29	0.21213732	0.65278086
"id15"	30	0.26836553	0.66190028
"id15"	31	0.33286487	0.65973096
"id15"	32	0.47674658	0.66345616
"id15"	33	0.64442931	0.6747111
"id15"	34	0.53216583	0.68877668
"id15"	35	0.39866772	0.70773947
"id15"	36	0.3359385	0.70980013
"id15"	37	0.28651454	0.72360179
"id15"	38	0.2745128	0.76203862
"id15"	39	0.29079574	0.79334194
"id15"	40	0.34680417	0.79888119
"id15"	41	0.4094106	0.79503792
"id15"	42	0.54536397	0.78669204
"id15"	43	0.69216816	0.77948356
"id15"	44	0.63009664	0.79225811
"id15"	45	0.54835496	0.80625354
"id15"	46	0.48216836	0.81031659
"id15"	47	0.44526835	0.82334943
"id15"	48	0.43617495	0.85084009
"id15"	49	0.44654606	0.87354221
"id15"	50	0.49024951	0.88341713
"id15"	51	0.55487245	0.88304374
"id15"	52	0.64967381	0.87722409
"id15"	53	0.83003011	0.86076859
"id15"	54	0.95638119	0.84224455
"id15"	55	1.05994669	0.80357063
"id15"	56	1.17894447	0.75318173
"id16"	1	1.17836261	0.4136139
"id16"	2	1.044112	0.32811752
"id16"	3	0.9295996	0.28479793
"id16"	4	0.75095514	0.27479304
"id16"	5	0.65813284	0.2773156
"id16"	6	0.59667092	0.27154911
"id16"	7	0.56926463	0.28901979
"id16"	8	0.57393826	0.32416919
"id16"	9	0.63460857	0.36896583
"id16"	10	0.7206185	0.38891115
"id16"	11	0.82061985	0.3769044
"id16"	12	0.75614875	0.39723466
"id16"	13	0.70842768	0.41896199
"id16"	14	0.47334855	0.45135171
"id16"	15	0.34600463	0.48266587
"id16"	16	0.27586598	0.49943175
"id16"	17	0.23767939	0.53018906
"id16"	18	0.22900228	0.55270762
"id16"	19	0.24084152	0.57838702
"id16"	20	0.29106931	0.58074042
"id16"	21	0.36337525	0.57505701
"id16"	22	0.47447327	0.56089641
"id16"	23	0.66028297	0.56141749
"id16"	24	0.47282431	0.56837802
"id16"	25	0.31913177	0.58741458
"id16"	26	0.24867637	0.59303387
"id16"	27	0.19543939	0.61677722
"id16"	28	0.19073019	0.64847703
"id16"	29	0.21005104	0.6758054
"id16"	30	0.26043011	0.68372537
"id16"	31	0.33258477	0.67247539
"id16"	32	0.47183204	0.66869118
"id16"	33	0.67067649	0.67072413
"id16"	34	0.53144303	0.67450797
"id16"	35	0.39972805	0.68180589
"id16"	36	0.33108709	0.68552358
"id16"	37	0.27924682	0.69250309
"id16"	38	0.26169101	0.73012271
"id16"	39	0.2812645	0.76674712
"id16"	40	0.34268955	0.77064851
"id16"	41	0.4039495	0.76898369
"id16"	42	0.54504769	0.76514917
"id16"	43	0.69372847	0.76667927
"id16"	44	0.61952093	0.77054824
"id16"	45	0.54906591	0.77618135
"id16"	46	0.48027366	0.77433246
"id16"	47	0.43581441	0.7792591
"id16"	48	0.42538735	0.80554361
"id16"	49	0.43361191	0.83503964
"id16"	50	0.47295843	0.84696401
"id16"	51	0.54746853	0.8542282
"id16"	52	0.65330253	0.85135202
"id16"	53	0.82791496	0.85032511
"id16"	54	0.93925105	0.84543331
"id16"	55	1.07041159	0.81773382
"id16"	56	1.19530405	0.76233742
"id17"	1	1.02654646	0.45533564
"id17"	2	0.92897954	0.37385126
"id17"	3	0.87769423	0.32808629
"id17"	4	0.77030853	0.22945283
"id17"	5	0.7266367	0.18768012
"id17"	6	0.68884048	0.14557452
"id17"	7	0.6597631	0.15312735
"id17"	8	0.64852237	0.18915297
"id17"	9	0.66597642	0.23683465
"id17"	10	0.70607194	0.29356262
"id17"	11	0.75624639	0.37183755
"id17"	12	0.74558897	0.41815917
"id17"	13	0.66595877	0.44479958
"id17"	14	0.46820177	0.41765105
"id17"	15	0.36832942	0.39970949
"id17"	16	0.31521715	0.39977682
"id17"	17	0.27732026	0.40781834
"id17"	18	0.26255355	0.43372566
"id17"	19	0.2725494	0.45380645
"id17"	20	0.31202887	0.4736987
"id17"	21	0.36253138	0.47968467
"id17"	22	0.45538389	0.50391841
"id17"	23	0.57489316	0.55614719
"id17"	24	0.45521163	0.57915127
"id17"	25	0.3250783	0.59979477
"id17"	26	0.26953333	0.60884712
"id17"	27	0.23384112	0.63003453
"id17"	28	0.22790424	0.65544159
"id17"	29	0.23953301	0.67838259
"id17"	30	0.28700917	0.68306915
"id17"	31	0.3410886	0.6741108
"id17"	32	0.47017171	0.66089214
"id17"	33	0.58840949	0.66452242
"id17"	34	0.49637252	0.7066074
"id17"	35	0.39949861	0.74159011
"id17"	36	0.34697997	0.75194187
"id17"	37	0.29952623	0.77380661
"id17"	38	0.3014417	0.80761599
"id17"	39	0.32025644	0.82719715
"id17"	40	0.36714928	0.82158771
"id17"	41	0.41934597	0.80535971
"id17"	42	0.53280806	0.77681352
"id17"	43	0.63933338	0.75602568
"id17"	44	0.59718769	0.84542549
"id17"	45	0.55530941	0.88762145
"id17"	46	0.50861605	0.9227139
"id17"	47	0.49175015	0.96349278
"id17"	48	0.49985232	0.97630454
"id17"	49	0.51489126	0.98135796
"id17"	50	0.54526867	0.97078973
"id17"	51	0.59508237	0.93846225
"id17"	52	0.6544323	0.89233468
"id17"	53	0.76178531	0.80807677
"id17"	54	0.84372639	0.79606905
"id17"	55	0.93390241	0.77325475
"id17"	56	1.02750016	0.73256319
"id18"	1	1.09603162	0.43041799
"id18"	2	0.96367549	0.34316676
"id18"	3	0.89174952	0.30022803
"id18"	4	0.73729045	0.25066706
"id18"	5	0.65805849	0.24364321
"id18"	6	0.60267475	0.22704284
"id18"	7	0.57818627	0.2450226
"id18"	8	0.57440635	0.26882075
"id18"	9	0.62084428	0.3215231
"id18"	10	0.70676398	0.3560842
"id18"	11	0.78426671	0.3899943
"id18"	12	0.74229479	0.41510126
"id18"	13	0.68741961	0.43011507
"id18"	14	0.48277396	0.40667285
"id18"	15	0.3715277	0.39686865
"id18"	16	0.30931378	0.39276217
"id18"	17	0.26554353	0.40308738
"id18"	18	0.25210992	0.42973499
"id18"	19	0.25655839	0.45253208
"id18"	20	0.30267485	0.47526007
"id18"	21	0.36507586	0.48100638
"id18"	22	0.46170037	0.50758997
"id18"	23	0.6005667	0.55238517
"id18"	24	0.47323521	0.561201
"id18"	25	0.32597095	0.57077923
"id18"	26	0.26333129	0.57673731
"id18"	27	0.22096074	0.59856759
"id18"	28	0.21225357	0.62296518
"id18"	29	0.22241582	0.65172991
"id18"	30	0.27805192	0.65663663
"id18"	31	0.34005281	0.65909403
"id18"	32	0.47659854	0.65748257
"id18"	33	0.62173345	0.67150168
"id18"	34	0.51919967	0.69231358
"id18"	35	0.3979958	0.71039668
"id18"	36	0.33574255	0.71963293
"id18"	37	0.29133353	0.73837362
"id18"	38	0.28302649	0.76606012
"id18"	39	0.30385571	0.80020229
"id18"	40	0.35006306	0.79624335
"id18"	41	0.41435328	0.79008446
"id18"	42	0.53800797	0.77837837
"id18"	43	0.67375494	0.77020131
"id18"	44	0.61478105	0.84739088
"id18"	45	0.55901473	0.88251381
"id18"	46	0.50244965	0.91107115
"id18"	47	0.47482151	0.94444581
"id18"	48	0.47906917	0.96559234
"id18"	49	0.49566296	0.9785865
"id18"	50	0.52996512	0.97273834
"id18"	51	0.59390826	0.94995857
"id18"	52	0.6704347	0.90730981
"id18"	53	0.80864055	0.8371441
"id18"	54	0.91590226	0.81409441
"id18"	55	1.01107169	0.78751568
"id18"	56	1.11677372	0.73797987
"id19"	1	1.0223668	0.43949987
"id19"	2	0.93583436	0.36386072
"id19"	3	0.86867661	0.31909207
"id19"	4	0.74726743	0.23995645
"id19"	5	0.69394881	0.20851426
"id19"	6	0.64711515	0.16700214
"id19"	7	0.62454483	0.18214837
"id19"	8	0.61380393	0.21446031
"id19"	9	0.64045873	0.27358421
"id19"	10	0.69253799	0.32149694
"id19"	11	0.76091103	0.38034811
"id19"	12	0.74709037	0.42328507
"id19"	13	0.66022804	0.45383939
"id19"	14	0.47705268	0.4134491
"id19"	15	0.37598607	0.39383344
"id19"	16	0.32372775	0.38616598
"id19"	17	0.28284304	0.39421645
"id19"	18	0.26696267	0.4152966
"id19"	19	0.2718622	0.44108104
"id19"	20	0.30209439	0.46049297
"id19"	21	0.36351908	0.47169944
"id19"	22	0.45810758	0.50140681
"id19"	23	0.5817521	0.56214309
"id19"	24	0.46226955	0.57083083
"id19"	25	0.32877855	0.57587687
"id19"	26	0.27781645	0.57745669
"id19"	27	0.23584737	0.59228549
"id19"	28	0.22126723	0.62258772
"id19"	29	0.23863563	0.65730834
"id19"	30	0.28366726	0.66242934
"id19"	31	0.33470686	0.65600341
"id19"	32	0.4738109	0.66365529
"id19"	33	0.59781124	0.67444723
"id19"	34	0.50656547	0.70639359
"id19"	35	0.39552147	0.73169941
"id19"	36	0.34247558	0.74197547
"id19"	37	0.29803755	0.75918485
"id19"	38	0.29115766	0.79349965
"id19"	39	0.31253117	0.82053433
"id19"	40	0.36010583	0.81841776
"id19"	41	0.41470964	0.80282949
"id19"	42	0.53288852	0.78490878
"id19"	43	0.65684975	0.77000122
"id19"	44	0.61619939	0.85031554
"id19"	45	0.56295267	0.90084373
"id19"	46	0.51196307	0.93296573
"id19"	47	0.49136408	0.97481833
"id19"	48	0.50274857	0.99053283
"id19"	49	0.51621342	0.99754021
"id19"	50	0.54794265	0.9859473
"id19"	51	0.60332657	0.95242983
"id19"	52	0.66864951	0.90453647
"id19"	53	0.78635068	0.82889367
"id19"	54	0.87890353	0.80619116
"id19"	55	0.96769122	0.77662194
"id19"	56	1.04748931	0.73381464
"id2"	1	1.04419728	0.46494502
"id2"	2	0.95079593	0.37552069
"id2"	3	0.87822351	0.31158788
"id2"	4	0.74952068	0.23169636
"id2"	5	0.70908099	0.19196411
"id2"	6	0.65869361	0.16339344
"id2"	7	0.63473171	0.16879944
"id2"	8	0.61758648	0.19958233
"id2"	9	0.63675573	0.25740785
"id2"	10	0.68281288	0.29859264
"id2"	11	0.77066161	0.38516264
"id2"	12	0.73800366	0.41861176
"id2"	13	0.66327772	0.4376301
"id2"	14	0.49759708	0.40381236
"id2"	15	0.37968972	0.37604116
"id2"	16	0.33056445	0.36435212
"id2"	17	0.29255057	0.36823028
"id2"	18	0.27125499	0.38913855
"id2"	19	0.27523164	0.41729482
"id2"	20	0.31583447	0.43875579
"id2"	21	0.37195433	0.45472488
"id2"	22	0.4729069	0.49077986
"id2"	23	0.57369417	0.54651895
"id2"	24	0.45522392	0.58061468
"id2"	25	0.3213727	0.60613789
"id2"	26	0.27344879	0.61696037
"id2"	27	0.22683932	0.63763214
"id2"	28	0.22094359	0.66851547
"id2"	29	0.23336932	0.69394243
"id2"	30	0.28260551	0.69438207
"id2"	31	0.33896392	0.6836349
"id2"	32	0.46991017	0.66933615
"id2"	33	0.58248684	0.66471094
"id2"	34	0.51028707	0.71610065
"id2"	35	0.39301613	0.77411026
"id2"	36	0.35772932	0.78786079
"id2"	37	0.3139097	0.81137269
"id2"	38	0.31218105	0.84791319
"id2"	39	0.34012166	0.8692611
"id2"	40	0.38105097	0.85415857
"id2"	41	0.41915278	0.84043318
"id2"	42	0.55459249	0.79523857
"id2"	43	0.64631303	0.76230637
"id2"	44	0.60645744	0.81538726
"id2"	45	0.54837243	0.86127258
"id2"	46	0.50453814	0.88759956
"id2"	47	0.47185496	0.92387413
"id2"	48	0.48008651	0.9478508
"id2"	49	0.50391041	0.95790109
"id2"	50	0.53777188	0.94555067
"id2"	51	0.58583389	0.91926144
"id2"	52	0.65377866	0.87206179
"id2"	53	0.7527072	0.81950836
"id2"	54	0.84143484	0.80764785
"id2"	55	0.9470671	0.79312307
"id2"	56	1.04298817	0.76444596
"id20"	1	1.03754735	0.45078684
"id20"	2	0.94567955	0.36429097
"id20"	3	0.88787333	0.31557827
"id20"	4	0.76208086	0.23119815
"id20"	5	0.71123507	0.19219692
"id20"	6	0.66463114	0.15809582
"id20"	7	0.64258889	0.1656942
"id20"	8	0.63403217	0.19881426
"id20"	9	0.6523748	0.24156516
"id20"	10	0.6992823	0.29256194
"id20"	11	0.767731	0.36352846
"id20"	12	0.74822202	0.42039149
"id20"	13	0.66837953	0.44215911
"id20"	14	0.47814404	0.42055211
"id20"	15	0.36684791	0.41085821
"id20"	16	0.30709882	0.40955246
"id20"	17	0.26934814	0.42213077
"id20"	18	0.25861965	0.44281912
"id20"	19	0.26033338	0.46134789
"id20"	20	0.30184592	0.4812622
"id20"	21	0.36244537	0.49184327
"id20"	22	0.4559533	0.51402515
"id20"	23	0.58606147	0.56037374
"id20"	24	0.45629367	0.57234219
"id20"	25	0.32990435	0.57995732
"id20"	26	0.27417254	0.58661766
"id20"	27	0.22802044	0.60931196
"id20"	28	0.22306596	0.63502408
"id20"	29	0.23534154	0.65586773
"id20"	30	0.28690078	0.66424537
"id20"	31	0.34240883	0.66063964
"id20"	32	0.46692994	0.65748847
"id20"	33	0.60016739	0.66111781
"id20"	34	0.50467441	0.70780262
"id20"	35	0.39797914	0.73987583
"id20"	36	0.34192429	0.7511019
"id20"	37	0.30044855	0.77260896
"id20"	38	0.30126726	0.80335619
"id20"	39	0.32096214	0.82780292
"id20"	40	0.36730633	0.82352592
"id20"	41	0.41912098	0.80737702
"id20"	42	0.5345326	0.78208432
"id20"	43	0.6524285	0.76464542
"id20"	44	0.60976014	0.84435722
"id20"	45	0.55767956	0.88502047
"id20"	46	0.51259023	0.91393464
"id20"	47	0.48679126	0.95193368
"id20"	48	0.49580065	0.97559767
"id20"	49	0.51083863	0.97977025
"id20"	50	0.54062322	0.97120921
"id20"	51	0.59638585	0.9430883
"id20"	52	0.65948798	0.89862018
"id20"	53	0.774224	0.8195867
"id20"	54	0.85623743	0.81026215
"id20"	55	0.94852216	0.78633494
"id20"	56	1.02479323	0.75051471
"id21"	1	0.9800806	0.48574465
"id21"	2	0.90290481	0.41109009
"id21"	3	0.83220649	0.32756034
"id21"	4	0.78387213	0.2274401
"id21"	5	0.76223173	0.18092448
"id21"	6	0.75576805	0.13074919
"id21"	7	0.73002964	0.12555567
"id21"	8	0.70204021	0.14826218
"id21"	9	0.69154685	0.20762729
"id21"	10	0.7065785	0.25384816
"id21"	11	0.73191897	0.34965845
"id21"	12	0.71029054	0.41336585
"id21"	13	0.61988355	0.44836833
